Date,Purchase/Sale,Country,Currency,Net,VAT
2020/9/10,PURCHASE,PL,USD,159.3,38.23
2020/5/18,SALE,GB,USD,664.76,86.42
2020/1/7,parchase,Italy,PLN,480.11,120.03
2020/8/11,purchase,CZ,AED,17.41,2.96
2020/6/16,sele,GB,AED,335.14,60.33
2020/2/29,SALE,ZA,PLN,672.27,80.67
2020/6/18,purchase,United States,CZK,216.88,43.38
2020/1/27,SALE,GB,ZAR,769.8,138.56
2020/1/12,Sale,Great Britain,USD,637.36,101.98
2020/7/9,purchase,IT,USD,155.63,24.9
2020/7/6,parchase,Italy,AED,231.11,50.84
2020/3/18,sale,Great Britain,ZAR,389.55,93.49
2020/9/28,Purchase,CZ,PLN,341.54,78.55
2020/7/18,purchase,Great Britain,USD,159.23,20.7
2020/11/24,SALE,Italy,EUR,585.88,128.89
2020/11/19,Sale,Poland,ZAR,235.0,37.6
2020/2/9,parchase,Great Britain,PLN,535.29,96.35
2020/9/20,Purchase,AE,USD,487.83,73.17
2020/6/19,sele,AE,EUR,241.45,53.12
2020/8/29,purchase,IT,PLN,518.47,67.4
2020/7/27,PURCHASE,United States,EUR,32.88,4.6
2020/8/15,Purchase,GB,ZAR,513.11,71.84
2020/9/3,Sale,GB,USD,196.55,41.28
2020/9/9,sele,PL,PLN,733.76,139.41
2020/2/3,Sale,GB,PLN,379.11,56.87
2020/3/7,Purchase,AE,GBP,30.23,6.35
2020/12/15,PURCHASE,AE,PLN,459.18,82.65
2020/7/12,sale,US,USD,155.76,24.92
2020/2/21,PURCHASE,US,AED,578.76,86.81
2020/7/10,Purchase,Great Britain,AED,574.93,86.24
2020/6/25,sale,United States,AED,111.67,25.68
2020/12/1,Sale,AE,PLN,537.63,64.52
2020/11/20,Purchase,Italy,PLN,296.87,35.62
2020/8/14,SALE,Great Britain,ZAR,762.38,91.49
2020/6/29,Sale,AE,EUR,360.86,61.35
2020/9/11,sele,PL,GBP,364.41,83.81
2020/7/21,parchase,Italy,AED,653.14,163.28
2020/5/17,sale,GB,PLN,666.67,126.67
2020/8/10,SALE,Italy,PLN,701.12,161.26
2020/1/23,PURCHASE,ZA,ZAR,673.58,101.04
2020/6/5,sale,PL,EUR,169.35,20.32
2020/8/17,Purchase,GB,GBP,278.72,36.23
2020/7/5,sele,Great Britain,ZAR,48.66,10.22
2020/10/22,Sale,US,ZAR,197.62,31.62
2020/12/13,parchase,Poland,GBP,771.62,138.89
2020/7/19,sele,AE,CZK,252.77,58.14
2020/7/28,purchase,Italy,AED,506.62,126.66
2020/5/29,purchase,IT,AED,627.02,94.05
2020/11/20,PURCHASE,ZA,USD,154.74,32.5
2020/5/18,purchase,PL,EUR,690.94,82.91
2020/5/22,Purchase,AE,CZK,434.92,52.19
2020/8/1,PURCHASE,ZA,GBP,78.42,15.68
2020/2/6,PURCHASE,US,PLN,360.53,79.32
2020/2/13,Sale,CZ,USD,174.2,27.87
2020/4/26,Purchase,IT,ZAR,160.26,20.83
2020/12/7,purchase,PL,USD,151.36,34.81
2020/7/10,Purchase,Italy,CZK,677.34,115.15
2020/2/29,parchase,United States,GBP,743.0,126.31
2020/4/4,purchase,United States,EUR,556.25,127.94
2020/8/17,SALE,GB,EUR,374.76,89.94
2020/1/27,Sale,GB,EUR,704.54,155.0
2020/2/26,purchase,CZ,CZK,300.98,54.18
2020/8/26,sele,AE,AED,375.11,63.77
2020/7/17,Sale,CZ,ZAR,462.12,110.91
2020/6/2,PURCHASE,US,PLN,181.52,36.3
2020/8/25,Purchase,IT,GBP,612.41,153.1
2020/7/12,parchase,Poland,ZAR,189.99,47.5
2020/7/25,parchase,United States,USD,582.51,110.68
2020/1/27,Purchase,Great Britain,CZK,410.31,86.17
2020/1/17,sale,Italy,USD,124.04,17.37
2020/3/7,Sale,CZ,ZAR,744.52,156.35
2020/10/25,sale,GB,ZAR,749.1,104.87
2020/11/26,parchase,AE,PLN,440.44,74.87
2020/2/1,sele,Italy,EUR,798.78,103.84
2020/8/19,purchase,United States,CZK,576.38,80.69
2020/1/5,Sale,GB,EUR,400.48,88.11
2020/6/8,SALE,Great Britain,EUR,24.29,4.62
2020/8/26,purchase,IT,ZAR,101.34,13.17
2020/1/6,sele,Italy,AED,142.81,35.7
2020/11/17,parchase,IT,EUR,741.35,163.1
2020/7/9,sele,ZA,USD,491.87,122.97
2020/9/10,parchase,GB,ZAR,626.45,100.23
2020/8/18,parchase,GB,EUR,748.0,187.0
2020/12/23,purchase,CZ,USD,598.85,95.82
2020/2/11,sale,Italy,EUR,382.18,72.61
2020/11/28,SALE,Italy,AED,98.29,24.57
2020/3/21,sele,GB,PLN,231.4,39.34
2020/5/9,SALE,United States,PLN,205.96,35.01
2020/5/6,sele,ZA,CZK,757.44,143.91
2020/12/4,SALE,ZA,USD,156.06,35.89
2020/2/27,SALE,United States,EUR,269.55,51.21
2020/1/21,purchase,US,USD,517.57,77.64
2020/2/3,sale,Great Britain,EUR,89.47,14.32
2020/3/14,PURCHASE,IT,AED,795.95,103.47
2020/2/23,sale,ZA,GBP,92.53,19.43
2020/3/13,sale,US,GBP,765.33,191.33
2020/6/11,Sale,PL,EUR,781.36,101.58
2020/10/12,SALE,IT,USD,605.4,102.92
2020/8/13,Sale,Poland,GBP,220.68,50.76
2020/11/28,PURCHASE,Italy,AED,774.34,92.92
2020/8/23,purchase,AE,CZK,75.87,13.66
2020/2/6,sele,CZ,CZK,263.62,60.63
2020/7/19,SALE,Great Britain,USD,328.4,75.53
2020/11/21,PURCHASE,Italy,PLN,706.51,134.24
2020/12/14,Purchase,PL,GBP,36.76,5.88
2020/1/24,Sale,AE,USD,518.29,82.93
2020/4/29,sale,IT,CZK,47.93,8.63
2020/11/19,parchase,United States,AED,21.0,2.94
2020/8/28,sale,AE,CZK,493.18,88.77
2020/1/9,sale,IT,PLN,27.98,5.6
2020/11/5,sale,AE,USD,136.08,31.3
2020/1/1,parchase,Great Britain,GBP,723.97,137.55
2020/3/13,Purchase,AE,EUR,207.64,35.3
2020/2/24,parchase,Poland,AED,517.47,77.62
2020/12/16,sale,IT,AED,438.36,70.14
2020/3/14,Purchase,Great Britain,GBP,93.37,21.48
2020/7/20,parchase,PL,USD,793.48,111.09
2020/10/14,PURCHASE,United States,PLN,464.0,97.44
2020/4/24,SALE,Italy,CZK,588.12,94.1
2020/11/22,PURCHASE,ZA,CZK,474.45,75.91
2020/2/16,sale,Great Britain,ZAR,716.3,100.28
2020/4/5,purchase,AE,PLN,614.11,104.4
2020/9/12,SALE,ZA,ZAR,143.98,18.72
2020/7/1,purchase,PL,ZAR,301.42,42.2
2020/9/7,purchase,AE,ZAR,661.85,158.84
2020/1/22,sele,United States,USD,349.61,87.4
2020/12/27,sele,US,PLN,768.84,130.7
2020/11/19,sele,AE,GBP,404.42,72.8
2020/7/24,Purchase,Poland,AED,244.63,31.8
2020/4/12,SALE,IT,CZK,73.08,14.62
2020/12/28,Purchase,GB,EUR,398.1,79.62
2020/7/24,sale,CZ,USD,713.42,164.09
2020/3/6,sale,CZ,ZAR,809.71,105.26
2020/10/18,Purchase,Poland,ZAR,159.84,28.77
2020/1/1,sele,Italy,USD,407.31,89.61
2020/11/12,Sale,Great Britain,ZAR,282.29,45.17
2020/12/12,Sale,IT,USD,498.81,89.79
2020/12/24,Purchase,Poland,AED,408.66,69.47
2020/8/24,SALE,Italy,GBP,769.08,153.82
2020/10/1,sale,GB,PLN,574.52,80.43
2020/8/16,sele,AE,ZAR,760.62,136.91
2020/2/17,SALE,PL,EUR,584.91,134.53
2020/12/13,SALE,United States,GBP,487.49,63.37
2020/8/20,SALE,US,PLN,788.02,157.6
2020/9/2,parchase,ZA,USD,599.0,143.76
2020/11/9,parchase,US,CZK,790.63,134.41
2020/3/14,sele,Poland,AED,24.08,4.33
2020/5/6,PURCHASE,AE,AED,702.17,154.48
2020/8/11,Sale,US,PLN,176.67,21.2
2020/3/23,PURCHASE,PL,CZK,86.82,13.89
2020/8/14,sale,United States,GBP,545.84,81.88
2020/11/19,Sale,Poland,GBP,684.79,95.87
2020/1/23,sele,AE,EUR,800.98,192.24
2020/7/8,purchase,Italy,CZK,317.7,44.48
2020/9/8,purchase,Poland,GBP,298.85,74.71
2020/9/1,purchase,CZ,PLN,578.18,92.51
2020/11/22,Purchase,GB,ZAR,714.82,85.78
2020/11/19,Purchase,IT,USD,91.1,11.84
2020/10/10,SALE,United States,PLN,716.32,100.28
2020/4/3,Sale,IT,EUR,27.81,6.4
2020/10/12,SALE,CZ,EUR,547.98,71.24
2020/10/26,SALE,Great Britain,EUR,731.86,168.33
2020/1/19,Sale,IT,AED,200.09,48.02
2020/10/10,sale,IT,AED,676.48,142.06
2020/5/12,purchase,GB,EUR,11.42,1.83
2020/7/26,purchase,United States,ZAR,181.08,25.35
2020/5/29,purchase,Poland,GBP,288.57,43.29
2020/6/24,parchase,GB,CZK,754.74,158.5
2020/2/17,Sale,AE,USD,766.52,107.31
2020/2/13,sale,PL,ZAR,579.53,133.29
2020/8/29,sele,ZA,USD,132.86,22.59
2020/10/17,sale,United States,PLN,231.06,46.21
2020/10/1,sale,United States,GBP,803.26,192.78
2020/2/26,SALE,Poland,AED,15.61,3.75
2020/1/27,purchase,ZA,CZK,122.13,17.1
2020/5/25,PURCHASE,PL,USD,586.27,87.94
2020/12/20,sele,Poland,USD,689.37,144.77
2020/2/23,sele,PL,ZAR,455.32,104.72
2020/8/21,SALE,United States,GBP,722.57,101.16
2020/10/25,purchase,ZA,USD,513.41,82.15
2020/9/26,parchase,CZ,GBP,431.72,82.03
2020/12/8,PURCHASE,Great Britain,AED,549.8,93.47
2020/7/6,parchase,PL,PLN,451.63,54.2
2020/4/12,Purchase,United States,GBP,165.69,28.17
2020/5/13,PURCHASE,US,AED,215.06,32.26
2020/12/6,Purchase,PL,AED,307.81,43.09
2020/1/27,Purchase,US,AED,342.15,75.27
2020/2/19,SALE,Great Britain,USD,470.55,98.82
2020/10/18,PURCHASE,CZ,USD,721.99,137.18
2020/7/1,PURCHASE,United States,CZK,737.61,95.89
2020/3/6,parchase,US,USD,796.57,175.25
2020/10/27,sele,AE,ZAR,120.12,24.02
2020/3/2,parchase,Italy,USD,285.89,34.31
2020/9/23,sele,IT,EUR,284.55,45.53
2020/8/17,Sale,ZA,CZK,596.65,83.53
2020/6/2,Purchase,ZA,GBP,286.92,63.12
2020/5/3,sele,IT,USD,272.74,35.46
2020/8/11,parchase,GB,EUR,364.15,54.62
2020/2/14,parchase,ZA,GBP,291.56,55.4
2020/2/8,SALE,AE,GBP,424.45,93.38
2020/8/1,Sale,Great Britain,PLN,328.15,62.35
2020/5/28,Purchase,US,PLN,185.69,46.42
2020/7/19,PURCHASE,US,ZAR,769.54,92.34
2020/10/19,Sale,Italy,CZK,260.86,65.22
2020/6/23,SALE,GB,AED,755.69,188.92
2020/1/21,sale,GB,ZAR,166.53,26.64
2020/6/7,SALE,GB,AED,146.78,35.23
2020/4/3,Purchase,GB,ZAR,151.28,22.69
2020/1/7,sele,AE,GBP,499.41,124.85
2020/10/26,sale,AE,USD,298.92,68.75
2020/3/26,Sale,US,ZAR,484.1,116.18
2020/7/7,purchase,United States,AED,90.74,11.8
2020/8/28,purchase,Italy,ZAR,183.98,29.44
2020/9/4,sele,IT,CZK,614.02,104.38
2020/7/7,Purchase,AE,USD,126.25,20.2
2020/4/18,PURCHASE,PL,EUR,176.45,37.05
2020/1/28,Purchase,PL,AED,177.23,37.22
2020/12/14,Sale,PL,USD,500.19,60.02
2020/4/21,sele,GB,CZK,725.04,116.01
2020/3/6,SALE,PL,PLN,590.87,100.45
2020/6/13,Purchase,Great Britain,ZAR,470.92,117.73
2020/7/3,sale,Italy,EUR,340.66,44.29
2020/7/29,parchase,PL,CZK,702.41,147.51
2020/3/11,purchase,CZ,ZAR,314.13,50.26
2020/11/18,PURCHASE,GB,PLN,703.29,91.43
2020/9/24,parchase,AE,GBP,36.2,6.52
2020/12/9,parchase,United States,PLN,512.53,107.63
2020/11/3,parchase,ZA,CZK,317.72,41.3
2020/8/29,SALE,AE,ZAR,19.22,3.84
2020/9/27,PURCHASE,IT,PLN,769.86,161.67
2020/2/25,sale,AE,AED,580.51,133.52
2020/12/5,Purchase,Italy,EUR,425.81,89.42
2020/4/6,sale,Poland,AED,167.34,31.79
2020/12/10,SALE,Great Britain,AED,269.76,45.86
2020/5/23,sele,CZ,GBP,554.54,77.64
2020/7/19,Purchase,PL,GBP,350.25,45.53
2020/2/10,sele,Italy,AED,760.72,91.29
2020/7/24,SALE,IT,USD,369.69,51.76
2020/12/7,Purchase,IT,ZAR,809.9,161.98
2020/5/24,SALE,PL,AED,230.72,29.99
2020/4/21,Sale,Poland,EUR,791.72,190.01
2020/11/16,purchase,GB,PLN,740.6,170.34
2020/6/4,parchase,PL,EUR,385.91,77.18
2020/10/10,Sale,United States,GBP,486.95,107.13
2020/4/28,Purchase,Italy,GBP,57.03,10.27
2020/5/3,Purchase,Great Britain,ZAR,683.51,157.21
2020/5/12,Purchase,US,PLN,674.26,114.62
2020/11/23,parchase,GB,ZAR,61.7,9.26
2020/8/9,parchase,Italy,USD,459.78,82.76
2020/4/24,PURCHASE,Poland,EUR,449.51,94.4
2020/3/16,PURCHASE,AE,CZK,625.37,137.58
2020/6/17,SALE,PL,USD,206.79,45.49
2020/1/24,purchase,Poland,CZK,298.32,71.6
2020/7/15,purchase,Poland,USD,91.98,16.56
2020/2/12,sale,Italy,EUR,370.03,88.81
2020/3/23,sele,ZA,ZAR,380.78,53.31
2020/6/9,sale,ZA,PLN,312.11,71.79
2020/7/10,purchase,Italy,EUR,677.53,155.83
2020/7/7,sele,Great Britain,GBP,600.39,114.07
2020/4/8,PURCHASE,CZ,CZK,657.02,157.68
2020/3/20,Sale,GB,ZAR,623.79,131.0
2020/3/8,Purchase,GB,GBP,768.72,169.12
2020/4/11,sale,United States,USD,468.94,93.79
2020/3/9,Purchase,CZ,CZK,567.0,73.71
2020/4/2,parchase,United States,EUR,371.37,44.56
2020/9/26,sele,Poland,CZK,758.16,174.38
2020/12/6,sale,Italy,AED,673.87,134.77
2020/4/7,parchase,GB,EUR,495.85,79.34
2020/1/3,sele,GB,EUR,334.74,60.25
2020/12/20,sele,Italy,USD,106.15,14.86
2020/5/25,PURCHASE,ZA,GBP,209.75,35.66
2020/3/19,purchase,CZ,AED,411.84,65.89
2020/1/28,purchase,US,CZK,480.74,120.19
2020/6/14,parchase,GB,USD,779.22,194.81
2020/1/28,sale,United States,ZAR,569.5,142.38
2020/5/1,sele,PL,GBP,307.33,55.32
2020/6/25,sale,Poland,PLN,655.8,137.72
2020/11/5,sele,Great Britain,AED,58.65,9.97
2020/2/5,sale,Poland,AED,692.29,145.38
2020/9/5,Purchase,ZA,GBP,187.86,28.18
2020/10/19,sele,GB,ZAR,798.87,175.75
2020/1/1,Purchase,AE,GBP,492.35,64.01
2020/10/9,Sale,Great Britain,USD,711.91,142.38
2020/9/2,sale,AE,AED,453.11,72.5
2020/5/28,sale,Poland,ZAR,713.08,128.35
2020/3/25,Sale,GB,GBP,687.06,130.54
2020/5/14,sele,IT,USD,252.52,55.55
2020/1/11,PURCHASE,ZA,USD,765.4,99.5
2020/7/18,parchase,US,PLN,317.21,50.75
2020/8/22,Sale,ZA,USD,687.69,158.17
2020/6/8,sale,Great Britain,CZK,783.28,180.15
2020/7/21,Purchase,US,CZK,426.82,51.22
2020/3/14,Purchase,ZA,USD,799.8,151.96
2020/4/29,PURCHASE,US,USD,649.31,77.92
2020/8/20,PURCHASE,GB,PLN,429.82,68.77
2020/4/8,PURCHASE,United States,ZAR,423.79,89.0
2020/11/27,parchase,Great Britain,EUR,540.49,86.48
2020/12/4,sale,PL,PLN,262.71,42.03
2020/11/12,sale,Great Britain,ZAR,390.93,86.0
2020/4/20,sele,Italy,AED,534.43,96.2
2020/3/23,sale,GB,CZK,210.71,40.03
2020/2/6,parchase,Italy,EUR,414.48,103.62
2020/12/6,SALE,ZA,ZAR,437.05,69.93
2020/11/7,Sale,PL,EUR,583.74,122.59
2020/4/6,SALE,PL,USD,301.87,69.43
2020/9/6,purchase,CZ,PLN,601.31,150.33
2020/10/21,SALE,IT,ZAR,149.31,28.37
2020/7/28,sale,Italy,GBP,757.69,106.08
2020/1/20,SALE,AE,USD,809.96,145.79
2020/5/26,Purchase,IT,GBP,297.62,74.41
2020/9/28,Sale,PL,USD,350.04,77.01
2020/6/3,SALE,Poland,ZAR,33.81,5.41
2020/5/29,parchase,IT,AED,278.09,47.28
2020/9/6,parchase,GB,AED,326.24,39.15
2020/10/3,parchase,IT,GBP,484.95,58.19
2020/12/19,sale,United States,EUR,251.74,60.42
2020/6/28,Purchase,CZ,ZAR,409.96,65.59
2020/8/7,sale,AE,AED,277.8,69.45
2020/2/11,sale,US,AED,653.66,78.44
2020/4/24,SALE,PL,AED,442.62,101.8
2020/2/12,Purchase,Great Britain,PLN,265.97,66.49
2020/10/18,sale,AE,CZK,738.28,95.98
2020/10/18,PURCHASE,United States,PLN,424.43,89.13
2020/8/11,PURCHASE,United States,GBP,234.86,28.18
2020/3/7,purchase,GB,ZAR,525.0,131.25
2020/4/21,sale,ZA,AED,43.1,6.03
2020/7/28,parchase,IT,AED,728.46,101.98
2020/9/14,SALE,Italy,AED,166.84,20.02
2020/5/26,sale,Italy,CZK,724.74,94.22
2020/8/27,Purchase,ZA,AED,224.45,29.18
2020/9/21,sale,AE,CZK,554.89,138.72
2020/10/17,parchase,PL,CZK,796.46,95.58
2020/2/13,SALE,CZ,AED,206.49,26.84
2020/6/11,parchase,ZA,USD,286.86,65.98
2020/2/27,Purchase,Poland,CZK,409.45,85.98
2020/3/21,sele,AE,GBP,320.64,70.54
2020/11/18,SALE,US,EUR,73.39,18.35
2020/11/22,PURCHASE,AE,AED,166.38,19.97
2020/8/23,sele,CZ,AED,455.13,109.23
2020/4/6,SALE,GB,CZK,667.4,153.5
2020/4/26,sale,AE,USD,539.65,118.72
2020/1/7,parchase,AE,PLN,518.55,108.9
2020/3/22,sele,United States,USD,564.69,141.17
2020/2/22,parchase,Poland,ZAR,130.35,18.25
2020/2/24,Sale,CZ,EUR,766.01,145.54
2020/2/22,PURCHASE,IT,AED,676.14,87.9
2020/7/12,PURCHASE,Great Britain,GBP,246.82,34.55
2020/8/16,Sale,United States,AED,613.42,141.09
2020/3/9,Purchase,GB,CZK,218.37,45.86
2020/12/14,sale,GB,AED,656.4,124.72
2020/3/29,Purchase,Italy,CZK,636.09,108.14
2020/10/5,Sale,US,PLN,35.09,4.91
2020/10/3,parchase,Poland,PLN,218.14,54.53
2020/10/7,purchase,AE,USD,655.48,150.76
2020/4/9,PURCHASE,Poland,GBP,389.22,58.38
2020/7/15,Purchase,United States,AED,124.12,14.89
2020/7/9,purchase,ZA,AED,144.59,24.58
2020/6/1,SALE,AE,EUR,278.68,69.67
2020/10/27,parchase,Italy,EUR,163.09,37.51
2020/3/19,sale,US,CZK,711.82,142.36
2020/8/23,Sale,GB,AED,733.43,95.35
2020/8/24,sele,US,ZAR,509.14,76.37
2020/2/16,Sale,IT,CZK,753.3,135.59
2020/12/4,parchase,PL,ZAR,50.91,6.11
2020/2/26,Sale,GB,AED,789.24,189.42
2020/1/20,Sale,ZA,GBP,372.08,70.7
2020/1/2,PURCHASE,AE,EUR,542.1,124.68
2020/10/20,PURCHASE,Poland,AED,429.12,90.12
2020/6/23,parchase,United States,ZAR,478.92,114.94
2020/2/22,sele,GB,PLN,705.99,141.2
2020/11/8,Sale,Italy,USD,406.4,85.34
2020/2/11,Purchase,United States,PLN,146.34,17.56
2020/10/11,Sale,IT,PLN,36.47,7.66
2020/8/29,Purchase,US,GBP,429.67,94.53
2020/12/23,SALE,ZA,AED,397.66,83.51
2020/4/24,SALE,Italy,USD,507.91,101.58
2020/4/16,Purchase,Italy,USD,174.96,29.74
2020/5/12,Sale,AE,PLN,23.37,3.97
2020/3/23,sale,CZ,USD,151.86,25.82
2020/2/13,sele,GB,CZK,233.18,32.65
2020/7/29,parchase,GB,AED,75.3,15.81
2020/3/24,sale,Poland,AED,692.51,110.8
2020/2/27,sele,ZA,CZK,445.77,102.53
2020/2/10,sele,AE,AED,493.84,113.58
2020/5/18,SALE,PL,PLN,211.81,48.72
2020/10/23,parchase,PL,GBP,220.8,52.99
2020/9/20,purchase,United States,CZK,562.29,89.97
2020/9/19,PURCHASE,CZ,PLN,413.46,57.88
2020/1/8,Sale,ZA,ZAR,578.92,121.57
2020/11/7,PURCHASE,PL,ZAR,164.95,31.34
2020/10/17,Sale,Great Britain,CZK,354.64,81.57
2020/10/8,Purchase,CZ,EUR,452.95,104.18
2020/9/21,parchase,IT,AED,689.48,124.11
2020/8/4,PURCHASE,PL,PLN,693.2,173.3
2020/6/27,SALE,Italy,PLN,678.48,108.56
2020/3/11,sale,IT,CZK,126.17,18.93
2020/2/24,sale,Poland,EUR,779.27,171.44
2020/2/5,purchase,PL,ZAR,364.65,80.22
2020/12/19,purchase,AE,EUR,509.09,122.18
2020/2/1,Sale,Great Britain,AED,146.89,24.97
2020/4/14,Purchase,United States,PLN,185.31,42.62
2020/12/20,purchase,Poland,GBP,384.69,80.78
2020/1/9,parchase,PL,USD,318.11,63.62
2020/8/10,parchase,Poland,USD,72.63,11.62
2020/7/4,purchase,United States,AED,37.25,4.84
2020/12/6,parchase,Great Britain,GBP,394.56,71.02
2020/2/23,sale,US,PLN,289.24,37.6
2020/11/27,parchase,PL,EUR,745.15,89.42
2020/9/15,parchase,Poland,PLN,28.93,3.76
2020/6/28,sele,PL,AED,204.05,46.93
2020/11/1,PURCHASE,AE,USD,228.15,50.19
2020/6/19,parchase,Italy,USD,361.72,79.58
2020/1/29,PURCHASE,ZA,USD,24.62,3.94
2020/11/8,Sale,GB,GBP,154.87,21.68
2020/11/8,SALE,GB,CZK,592.92,71.15
2020/1/5,PURCHASE,GB,AED,688.14,116.98
2020/3/23,Sale,PL,EUR,378.17,86.98
2020/5/4,parchase,ZA,PLN,655.34,157.28
2020/12/18,parchase,GB,PLN,307.73,46.16
2020/10/16,Purchase,Great Britain,PLN,721.08,93.74
2020/5/9,Purchase,AE,GBP,249.0,52.29
2020/10/15,sale,Italy,USD,368.99,51.66
2020/2/16,PURCHASE,PL,ZAR,102.92,24.7
2020/2/14,sale,Poland,PLN,366.86,88.05
2020/9/20,PURCHASE,Poland,PLN,24.58,3.69
2020/1/15,sele,Great Britain,CZK,690.66,151.95
2020/9/11,PURCHASE,US,GBP,295.98,71.04
2020/2/1,sele,GB,AED,150.41,18.05
2020/10/28,SALE,United States,AED,769.08,169.2
2020/1/28,Sale,CZ,GBP,437.5,78.75
2020/4/24,SALE,Great Britain,ZAR,598.6,119.72
2020/8/14,Sale,IT,EUR,806.32,169.33
2020/12/9,Sale,IT,CZK,350.91,66.67
2020/7/13,Purchase,Italy,CZK,73.67,14.0
2020/10/28,Sale,Great Britain,USD,35.24,6.7
2020/3/14,sale,US,AED,745.56,164.02
2020/11/26,PURCHASE,United States,PLN,684.96,102.74
2020/2/21,PURCHASE,IT,USD,380.73,49.49
2020/9/26,Purchase,Great Britain,GBP,710.74,163.47
2020/8/2,sale,Great Britain,AED,231.84,32.46
2020/2/16,parchase,United States,CZK,115.51,25.41
2020/2/13,Purchase,ZA,AED,105.38,21.08
2020/12/15,sele,US,CZK,63.01,10.71
2020/9/11,sale,Poland,CZK,141.86,26.95
2020/2/15,Purchase,ZA,AED,78.01,14.04
2020/9/4,Sale,CZ,AED,809.84,113.38
2020/5/22,Sale,Great Britain,CZK,146.89,33.78
2020/2/16,Purchase,GB,AED,503.26,65.42
2020/1/23,purchase,IT,CZK,258.45,46.52
2020/8/23,Sale,Italy,GBP,71.2,10.68
2020/1/11,purchase,GB,PLN,751.89,180.45
2020/6/1,parchase,Great Britain,EUR,520.41,104.08
2020/1/5,Sale,Italy,EUR,215.9,36.7
2020/8/28,purchase,US,PLN,317.46,57.14
2020/10/7,Sale,Great Britain,USD,242.05,31.47
2020/12/8,SALE,Italy,ZAR,753.13,150.63
2020/7/7,Sale,ZA,EUR,726.36,116.22
2020/2/9,Sale,PL,CZK,275.62,63.39
2020/3/29,sale,Poland,AED,190.27,41.86
2020/5/23,SALE,Poland,AED,624.45,149.87
2020/12/18,sele,AE,USD,615.39,80.0
2020/12/20,sele,AE,EUR,359.8,75.56
2020/3/5,Purchase,United States,PLN,468.43,89.0
2020/7/27,Purchase,US,ZAR,741.28,88.95
2020/10/11,Purchase,US,AED,767.6,115.14
2020/12/5,Purchase,Great Britain,AED,721.65,173.2
2020/5/17,Sale,US,EUR,233.74,44.41
2020/12/8,Sale,United States,CZK,23.07,5.31
2020/1/9,PURCHASE,IT,CZK,716.34,100.29
2020/10/16,Purchase,Great Britain,EUR,144.46,33.23
2020/12/22,PURCHASE,IT,AED,21.51,3.44
2020/11/21,Sale,ZA,AED,56.51,11.3
2020/4/23,Purchase,IT,CZK,404.97,60.75
2020/1/5,Purchase,CZ,USD,103.98,21.84
2020/1/18,sale,Italy,PLN,96.59,23.18
2020/3/20,PURCHASE,Great Britain,GBP,587.41,146.85
2020/9/2,Sale,United States,AED,518.95,67.46
2020/8/11,sale,Italy,ZAR,565.87,84.88
2020/5/5,SALE,PL,ZAR,644.14,161.03
2020/2/9,sale,IT,EUR,569.29,68.31
2020/9/11,Sale,CZ,PLN,572.31,125.91
2020/9/29,sale,United States,USD,189.4,37.88
2020/2/1,Sale,PL,PLN,458.41,82.51
2020/9/17,PURCHASE,AE,GBP,251.19,55.26
2020/9/1,Sale,PL,CZK,783.72,188.09
2020/3/20,sale,United States,ZAR,533.83,69.4
2020/9/4,sale,ZA,ZAR,731.72,175.61
2020/8/5,sale,US,EUR,126.92,16.5
2020/1/25,SALE,Italy,USD,21.85,5.46
2020/12/18,purchase,ZA,GBP,806.19,169.3
2020/5/27,parchase,GB,EUR,653.64,130.73
2020/7/27,sele,CZ,CZK,287.57,63.27
2020/11/23,purchase,GB,CZK,245.82,61.45
2020/2/22,SALE,US,PLN,705.71,141.14
2020/2/9,purchase,AE,AED,785.29,188.47
2020/9/24,purchase,Great Britain,CZK,315.29,50.45
2020/3/16,PURCHASE,US,ZAR,570.72,85.61
2020/12/24,parchase,US,EUR,736.17,95.7
2020/5/7,sale,CZ,ZAR,299.39,59.88
2020/2/1,sale,AE,PLN,147.21,26.5
2020/12/17,Purchase,IT,ZAR,402.39,60.36
2020/11/14,sale,IT,EUR,280.58,67.34
2020/1/6,SALE,GB,GBP,563.97,112.79
2020/12/11,SALE,AE,AED,88.32,19.43
2020/3/29,sale,PL,USD,685.57,157.68
2020/7/5,Purchase,CZ,PLN,247.17,37.08
2020/1/18,SALE,AE,EUR,795.68,175.05
2020/4/12,purchase,Italy,CZK,13.19,1.98
2020/7/15,Sale,Poland,ZAR,796.05,135.33
2020/8/11,sele,GB,PLN,696.26,118.36
2020/9/19,PURCHASE,ZA,PLN,641.18,76.94
2020/5/17,sele,GB,ZAR,526.97,73.78
2020/11/24,Purchase,Italy,PLN,748.17,172.08
2020/2/25,SALE,United States,CZK,519.34,129.84
2020/11/27,PURCHASE,US,CZK,634.68,139.63
2020/4/17,purchase,CZ,USD,672.3,94.12
2020/7/25,PURCHASE,Italy,CZK,508.26,76.24
2020/2/20,sale,GB,CZK,279.16,64.21
2020/2/19,purchase,GB,GBP,574.09,143.52
2020/2/11,sale,GB,CZK,249.57,32.44
2020/8/5,sele,ZA,USD,600.45,114.09
2020/6/25,sele,PL,GBP,517.02,103.4
2020/4/1,sele,ZA,EUR,274.04,35.63
2020/2/22,sale,United States,CZK,378.02,56.7
2020/12/9,SALE,United States,EUR,774.94,154.99
2020/9/13,sele,United States,USD,480.09,62.41
